Date,Unix,Ticker,Price,stock_p_change,SP500,SP500_p_change,Market Cap,Enterprise Value,Trailing P/E,Forward P/E,PEG Ratio,Price/Sales,Price/Book,Enterprise Value/Revenue,Enterprise Value/EBITDA,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue,Revenue Per Share,Qtrly Revenue Growth,Gross Profit,EBITDA,Net Income Avl to Common,Diluted EPS,Qtrly Earnings Growth,Total Cash,Total Cash Per Share,Total Debt,Total Debt/Equity,Current Ratio,Book Value Per Share,Operating Cash Flow,Levered Free Cash Flow,Beta,50-Day Moving Average,200-Day Moving Average,Avg Vol (3 month),Shares Outstanding,Float,% Held by Insiders,% Held by Institutions,Shares Short (as of,Short Ratio,Short % of Float,Shares Short (prior month,,Label
11/15/11 11:02,1321326166,ir,22.232113,45.28,109.442322,10.12,9740000000,11970000000,34.62,9.96,0.89,0.65,1.28,0.8,6.25,2.08,10.01,4.74,5.05,15040000000,45.55,5.3,3920000000,1920000000,360100000,0.9,-62.9,1400000000,4.5,3640000000,47.42,1.37,24.31,919300000,1130000000,1.7,30.14,37.95,6191330,312180000,311760000,0.12,90.9,14850000,2,4.5,15460000,,Yes
3/30/12 20:49,1333111765,ir,29.211046,35.53,123.542747,13.74,12300000000,14720000000,40.82,11.39,1.21,0.83,1.77,1,7.61,2.32,10.36,4.94,5.65,14780000000,45.51,-5,4290000000,1930000000,400000000,1.01,14.2,1160000000,3.9,3640000000,51.95,1.26,23.31,1190000000,2070000000,1.88,40.06,33.99,3964150,297380000,296690000,2.15,86.1,14470000,3.5,4.4,15480000,,Yes
5/17/13 4:27,1368736066,ir,41.769466,26.35,149.726074,14.92,16990000000,19270000000,16.85,13.67,1.4,1.22,2.35,1.38,10.18,7.22,10.87,5.07,14.3,14000000000,46.72,-1.2,4280000000,1890000000,1020000000,3.37,-7.9,832900000,2.79,3250000000,44.18,1.23,24.24,1160000000,810440000,1.32,54.79,51.47,2046630,298890000,298330000,0.13,81.9,3270000,1.4,1.2,2270000,,Yes
10/26/03 23:48,1067183280,irm,8.754681,37.64,76.74585,7.77,3170000000,4870000000,42.69,31.01,1.75,2.22,3.09,3.49,12.81,5.71,18.71,2.5,7.88,1320000000,16.124,N/A,696200000,379670000,75160000,0.87,N/A,177860000,2.09,1880000000,1.872,1.151,11.74,N/A,N/A,0.438,36.25,36.7,426227,85290000,70400000,17.46,84.08,2880000,5.115,4.1,2600000,,Yes
8/10/04 14:02,1092117771,irm,10.989316,6.98,81.260139,16.07,3920000000,6170000000,44.57,30.71,1.72,2.36,3.48,3.7,13.15,5.56,19.27,2.42,8.37,1670000000,12.791,N/A,820580000,469540000,89070000,0.682,N/A,40010000,0.31,2280000000,2.014,1.024,8.773,N/A,N/A,0.548,38.78,40.88,347909,128840000,106400000,17.42,85.68,3460000,10.24,3.25,3360000,,No
11/7/04 13:41,1099806119,irm,11.728298,29.24,88.299141,6.31,4290000000,6590000000,46.85,35.29,2.08,2.45,3.67,3.77,13.4,5.5,19.17,2.42,8.45,1750000000,13.353,N/A,820580000,491870000,92730000,0.708,N/A,44430000,0.34,2350000000,2.015,1.02,9.012,N/A,N/A,0.565,33.11,38.97,485681,129240000,106800000,17.36,89.56,3460000,5.523,3.24,3430000,,Yes
4/9/05 19:31,1113046288,irm,10.115968,40.51,89.877045,11.72,3720000000,6160000000,39.9,29.8,1.96,2.05,3.05,3.39,12.19,5.35,18.82,2.36,8.29,1820000000,13.856,N/A,820580000,505670000,94190000,0.72,N/A,31940000,0.25,2480000000,2.034,0.972,9.387,N/A,N/A,0.347,28.96,31.61,701772,129890000,103300000,20.47,87.82,5290000,5.039,5.12,5960000,,No
9/7/05 19:51,1126093889,irm,12.403643,14.77,94.759445,6.74,4600000000,6990000000,47.86,34.49,2.28,2.35,3.55,3.58,13.036,4.96,18.49,5.24,7.98,1950000000,15.033,14.9,993690000,536160000,96700000,0.74,11.2,29520000,0.226,2430000000,1.882,0.936,9.878,N/A,N/A,N/A,33.62,30.3,512223,130820000,N/A,27.47,89.8,5130000,9,4.2,4810000,,Yes
6/19/06 4:13,1150661637,irm,12.71833,10.43,96.28537,26.21,4720000000,7250000000,41.13,31.42,1.97,2.22,3.39,3.39,12.554,5.39,17.99,5.17,8.89,2140000000,16.329,12.4,1140000000,577230000,118170000,0.87,18.8,42550000,0.323,2560000000,1.829,1.023,10.634,375760000,83690000,0.43,37.05,40.68,541548,131890000,114470000,13.21,89.7,3680000,7.2,3,3450000,,No
5/29/07 5:26,1180387584,irm,14.500381,7.9,120.188461,-6.72,5470000000,8100000000,40.34,29.77,1.7,2.26,3.44,3.35,12.793,5.63,16.74,5.18,9.12,2420000000,12.185,12.2,1280000000,632940000,136300000,0.68,27.3,61480000,0.308,2690000000,1.696,1.003,7.957,414250000,-81900000,0.23,27.63,27.69,545596,199570000,167000000,7.49,91.2,5680000,14.1,3,5410000,,Yes
10/17/07 19:13,1192619608,irm,17.120417,-38.88,122.880295,-37.92,6430000000,9400000000,47.03,35.69,2.25,2.59,3.93,3.75,14.719,5.49,16.51,4.85,8.83,2510000000,12.593,15,1280000000,638440000,137510000,0.683,3.2,94960000,0.475,3000000000,1.818,1.128,8.26,407310000,-64930000,0.26,29.9244,27.9075,667702,200090000,173660000,13.56,92.9,5020000,10.2,2.7,5620000,,Yes
2/14/10 18:12,1266142362,irm,11.514384,24.83,90.658669,25.92,4410000000,7270000000,27.48,20.1,1.59,1.48,2.16,2.44,8.652,5.39,17.77,4.97,8.16,2990000000,14.757,-2.5,1670000000,840490000,160980000,0.79,281.7,449260000,2.209,3310000000,N/A,1.66,10.072,620510000,112500000,0.98,23.27,25.87,1108260,203350000,181790000,6.14,95.1,14180000,13.5,10.2,14080000,,No
2/21/10 6:23,1266704590,irm,12.808491,14.24,93.259926,23.42,4910000000,7770000000,30.57,22.57,1.77,1.62,2.37,2.6,9.243,5.39,17.77,4.97,8.16,2990000000,14.757,-2.5,1670000000,840490000,160980000,0.79,281.7,449260000,2.209,3310000000,N/A,1.66,10.072,620510000,112500000,0.98,23.3,25.63,1140770,203350000,181790000,5.61,92.7,14180000,13.5,10.2,14080000,,No
4/25/13 2:03,1366826632,irm,24.493908,-22.6,142.174332,19.89,7080000000,10540000000,37.9,26.4,2.29,2.36,6.17,3.51,11.82,5.71,18.8,5.7,15.19,3010000000,17.31,2.2,1730000000,892160000,180370000,0.98,-20.5,254490000,1.34,3830000000,329.05,1.13,6.05,432740000,287120000,0.68,36.22,34.14,1083150,190140000,168750000,6.84,101.5,5500000,5.1,4.4,6340000,,Yes
10/27/03 11:32,1067225552,isrg,5.43,52.3,76.782883,9.37,443900000,403530000,N/A,61.59,N/A,5.63,2.17,5.11,N/A,-13.28,-15.76,-8.55,-11.22,72020000,4.267,N/A,37440000,-8080000,-10480000,-0.574,N/A,42850000,1.61,2480000,0.012,2.071,7.68,N/A,N/A,1.098,16.08,10.04,101727,26690000,21400000,19.83,48.91,1080000,13.833,5.04,1110000,,No
9/13/04 23:57,1095091069,isrg,8.86,174.94,85.046486,11.2,894760000,798570000,N/A,37.97,2.16,8.28,3.13,7.32,119.69,-2.31,-4.15,-0.88,-1,109100000,3.468,N/A,44030000,6670000,-2520000,-0.118,N/A,106410000,3.16,1130000,0.004,4.425,8.588,N/A,N/A,0.945,21.97,18.26,439954,33660000,26900000,20.09,68.4,1350000,2.471,5.03,1400000,,No
10/10/04 11:49,1097380164,isrg,8.763333,164.85,84.707848,7.53,885000000,779720000,N/A,37.56,2.12,8.2,3.09,7.15,116.86,-2.31,-4.15,-0.88,-1,109100000,3.468,N/A,44030000,6670000,-2520000,-0.118,N/A,106410000,3.16,1130000,0.004,4.425,8.588,N/A,N/A,0.941,24.76,19.37,531727,33660000,26900000,20.09,68.37,1500000,2.947,5.58,1350000,,Yes
1/12/07 0:21,1168532498,isrg,31.343334,178.84,112.63649,-0.35,3370000000,3020000000,35.36,35.64,1.4,9.69,5.92,9.08,24.547,29.48,28.93,13.69,21.19,332210000,9.117,57.4,153570000,122900000,97930000,2.58,-16.7,201810000,5.462,N/A,N/A,4.628,14.716,98590000,7490000,3.1,99.48,102.33,956892,36950000,35620000,13.77,82,3410000,3.9,9.4,3420000,,Yes
10/12/07 18:44,1192185853,isrg,83.129997,-29.82,124.537331,-42.19,9440000000,9050000000,100.58,58.84,2.03,20.2,13.14,19.54,58.788,20.6,30.74,12.94,15.71,462880000,12.442,61.2,247840000,153860000,95370000,2.49,83.8,305890000,8.101,0,N/A,4.981,18.844,137730000,83360000,1.37,226.87,169.82,1096970,37760000,36400000,1.41,89.9,1970000,2.7,5.3,2300000,,Yes
1/22/09 11:32,1232595142,isrg,32.003334,254.49,67.866188,35.03,3790000000,3390000000,19.1,17.83,0.86,4.56,3.21,4.07,10.425,24.34,36.44,16.66,20.44,832820000,21.529,50.4,414290000,324780000,202710000,5.08,40.8,408220000,10.437,0,N/A,4.437,30.256001,259010000,95690000,1.48,121.02,210.56,1306060,39110000,38320000,1.47,80.3,3550000,5,9.2,3430000,,No
4/14/10 12:56,1271220981,isrg,127.98333,-5.37,102.111877,10.71,14150000000,13590000000,61.93,38.51,1.96,13.45,9.2,12.92,32.99,22.11,35.87,14.37,16.59,1050000000,27.473,39.5,751050000,412020000,232610000,5.93,52.8,555430000,14.425,0,N/A,4.175,39.929001,385050000,216640000,1.81,350.91,305.47,542894,38500000,37930000,1.43,89.9,2340000,6,N/A,2590000,,Yes
9/25/11 10:19,1316917168,isrg,125.003334,38,98.557129,31.03,14660000000,13660000000,35.14,27.76,1.74,9.31,6.3,8.83,21.16,27.74,38.91,15.38,20.38,1550000000,39.43,21.4,1030000000,645800000,429300000,10.67,32.4,993900000,25.43,0,N/A,4.98,58.53,533200000,262770000,1.79,362.93,356.45,479909,39080000,38580000,1.17,86.9,1660000,2.9,N/A,1550000,,Yes
9/25/11 16:50,1316940655,isrg,125.003334,38,98.557129,31.03,14660000000,13660000000,35.14,27.76,1.74,9.31,6.3,8.83,21.16,27.74,38.91,15.38,20.38,1550000000,39.43,21.4,1030000000,645800000,429300000,10.67,32.4,993900000,25.43,0,N/A,4.98,58.53,533200000,262770000,1.79,362.93,356.45,479909,39080000,38580000,1.17,86.9,1660000,2.9,N/A,1550000,,Yes
1/23/12 20:08,1327320518,isrg,148.130005,16.67,114.967117,15.82,17340000000,15300000000,35.9,26.47,1.48,9.94,6.6,8.71,20.67,28.17,39.54,15.93,21.15,1760000000,44.83,27.6,1030000000,740130000,495100000,12.32,24.8,2170000000,55.4,0,N/A,6.18,67.49,N/A,N/A,1.58,449.97,402.72,341577,39200000,38690000,1.18,87.9,1040000,3.5,N/A,966470,,Yes
7/2/12 10:38,1341196729,isrg,188.656662,-11.45,120.390648,20.73,21990000000,21020000000,41.85,31.9,1.75,11.79,7.51,11.27,26.66,28.67,39.68,15.67,20.72,1860000000,47.44,27.6,1270000000,788300000,534500000,13.23,37.8,971300000,24.47,0,N/A,4.58,73.74,738700000,521880000,1.29,533.54,514.38,303881,39700000,39250000,1.16,88.1,1360000,4.8,3.5,1010000,,Yes
11/4/12 5:30,1351978239,isrg,180.490005,-29.41,125.510765,27.65,21530000000,20390000000,34.95,30.91,2.04,10.41,6.54,9.87,23.05,30.63,40.14,16.01,22.35,2070000000,52.11,20.4,1270000000,884400000,632900000,15.49,49.8,1140000000,28.71,0,N/A,4.53,82.75,810700000,625040000,0.95,517.78,525.2,344022,39760000,39330000,1.15,88.2,2190000,6.3,5.6,2080000,,Yes
5/13/13 5:21,1368393681,isrg,161.896667,-24.75,146.676666,18.5,20060000000,18710000000,29.32,24.11,1.65,8.85,5.39,8.15,18.77,30.59,40.78,15.46,20.96,2300000000,57.38,23.5,1570000000,996500000,702000000,17.04,31.6,1360000000,33.82,0,N/A,5.02,93.84,907200000,684700000,1.04,493.84,522.42,506405,40160000,39720000,1.12,93.3,1890000,4.4,4.8,2190000,,Yes
1/17/06 3:47,1137440847,itw,33.178665,8.06,99.079811,13.51,25120000000,26110000000,17.95,15.63,1.39,2,3.5,2.06,10.155,11.46,17.43,12.21,19.61,12680000000,43.879,9.8,4140000000,2570000000,1450000000,4.99,23.7,351350000,1.253,1340000000,0.185,2.006,25.747,1740000000,1230000000,N/A,89.12,84.87,910209,280500000,N/A,7.93,80.7,4840000,6,1.8,4820000,,Yes
5/16/06 19:25,1147778753,itw,38.276039,2.69,100.233444,19.4,29180000000,29770000000,18.94,15.4,1.39,2.21,3.6,2.26,10.887,11.77,17.89,12.29,19.64,13170000000,46.499,8,4560000000,2730000000,1550000000,5.43,17.4,454470000,1.602,1190000000,0.148,2.237,28.431999,1930000000,974070000,0.96,100.27,91.5,1385590,283670000,280780000,1.02,78.9,3710000,2.6,1.4,4490000,,Yes
2/21/07 21:31,1172064685,itw,40.261169,-7.93,114.791084,-5.96,30140000000,30910000000,17.73,14.32,1.22,2.14,3.34,2.2,10.927,12.22,17.23,11.95,20.74,14060000000,24.848,10.5,4560000000,2830000000,1720000000,3.01,9.7,590210000,1.046,1420000000,0.158,1.975,15.949,N/A,N/A,0.93,49.22,46.86,2516310,564030000,558280000,0.03,79.9,11760000,4.9,2.1,11620000,,Yes
4/24/08 10:16,1209003371,itw,40.050007,-32.67,111.323227,-35.7,26950000000,28790000000,15.94,12.82,1.26,1.62,2.91,1.74,9.026,10.67,16.12,11.01,18.93,16590000000,30.538,10.1,5720000000,3190000000,1740000000,3.23,-24.6,927440000,1.774,2780000000,0.3,1.639,17.688999,2560000000,1590000000,0.73,49.41,52.17,3296580,522800000,466820000,0.9,83.7,13480000,4.6,2.6,14500000,,Yes
1/6/09 21:23,1231248239,itw,29.128502,35.07,76.658043,24.47,18880000000,21270000000,11.15,15.52,1.3,1.07,2.04,1.22,6.23,10.09,15.63,10.66,20.21,17400000000,33.055,10.8,5720000000,3410000000,1870000000,3.31,-7.7,867620000,1.697,3600000000,0.395,1.392,17.795,2430000000,1440000000,1.1,32.75,40.81,4743190,511160000,504280000,1.03,82.3,13050000,2.6,2.6,13310000,,Yes
2/16/09 13:49,1234763363,itw,27.693363,31.37,67.874405,35.67,17530000000,20460000000,12.06,15.07,1.93,1.09,2.26,1.29,6.641,9.57,14.73,9.51,18.61,15870000000,30.6,-13.3,5720000000,3080000000,1580000000,2.91,-50.3,742950000,1.489,3680000000,N/A,1.215,15.355,N/A,N/A,1.12,34.79,38.44,4281120,499100000,492190000,0.94,83.6,12880000,3.6,2.6,14250000,,No
3/14/11 14:52,1300085561,itw,45.475674,7.26,111.269958,9.96,27050000000,28860000000,17.91,12.31,1.06,1.72,2.9,1.82,9.93,9.62,14.86,9.12,16.78,15870000000,31.69,N/A,5630000000,2900000000,1530000000,3.03,N/A,1190000000,2.39,2830000000,30.16,1.93,18.83,1560000000,1360000000,1.13,54.57,50.08,2826360,498420000,451980000,0.68,81.2,9550000,3.3,N/A,10030000,,Yes
6/4/13 15:35,1370331334,itw,62.218616,27.07,146.694641,20.5,31630000000,33940000000,11.94,15.08,2.11,1.82,3.11,1.93,9.92,15.58,16.02,9.22,24.4,17580000000,38.02,-8,6470000000,3420000000,2490000000,5.89,-27.2,2660000000,5.91,5010000000,48.76,2.89,22.81,2120000000,2340000000,1.29,66.8,63.23,2346170,450430000,404790000,0.74,80.3,10370000,4.1,2.9,8780000,,Yes
8/12/13 11:38,1376278706,itw,65.678024,17.98,152.47493,16.69,32830000000,35130000000,14.52,15.8,1.54,1.89,3.21,2.03,10.48,13.4,15.92,9.05,23.95,17330000000,37.97,-5.5,6470000000,3350000000,2440000000,5.05,-47.2,2770000000,6.18,5070000000,49.58,2.21,22.83,2250000000,2170000000,1.26,71.38,66.45,1922090,447880000,402240000,0.71,80.3,6710000,3.7,N/A,7480000,,Yes
12/21/11 21:09,1324472972,ivz,15.399753,37.69,108.467964,18.62,8860000000,14690000000,13.05,11.04,0.96,2.14,1.11,3.56,14.21,17.04,22.46,2.92,5.26,4120000000,8.84,4.7,3490000000,1030000000,702600000,1.51,7.9,1410000000,3.12,7260000000,80.91,1.28,17.63,645700000,458380000,1.81,19.61,19.62,6093970,450990000,410710000,1.16,86.9,9740000,1.9,2.1,10480000,,No
12/29/11 5:11,1325106679,ivz,15.744411,31.81,110.171356,13.49,8870000000,14910000000,13.06,11.05,0.98,2.2,1.14,3.62,14.43,17.04,22.46,2.92,5.26,4120000000,8.84,4.7,3490000000,1030000000,702600000,1.51,7.9,1410000000,3.12,7260000000,80.91,1.28,17.63,645700000,458380000,1.81,19.61,19.51,5619690,450990000,410710000,1.16,86.9,9740000,1.9,2.1,10480000,,Yes
1/28/12 6:06,1327702000,ivz,18.008156,26.06,115.150589,16.51,10370000000,16220000000,15.27,10.95,1,2.49,1.29,3.93,15.69,17.04,22.46,2.92,5.26,4120000000,8.84,4.7,3490000000,1030000000,702600000,1.51,7.9,1410000000,3.12,7260000000,80.91,1.28,17.63,645700000,458380000,1.82,20.78,19.29,4372590,450990000,410710000,1.16,88.2,6200000,1.6,N/A,6260000,,Yes
1/28/12 15:14,1327734879,ivz,18.008156,26.06,115.150589,16.51,10370000000,16220000000,15.27,10.84,1,2.49,1.29,3.93,15.69,17.04,22.46,2.92,5.26,4120000000,8.84,4.7,3490000000,1030000000,702600000,1.51,7.9,1410000000,3.12,7260000000,80.91,1.28,17.63,645700000,458380000,1.82,20.78,19.29,4372590,450990000,410710000,1.16,88.2,6200000,1.6,N/A,6260000,,Yes
5/18/13 12:07,1368850037,ivz,28.205,3.05,149.726074,14.92,15380000000,18890000000,22.33,13.84,1.05,3.56,1.86,4.41,18.31,16.46,21.91,3.1,7.92,4290000000,9.51,10.5,4180000000,1030000000,705400000,1.55,14.6,2010000000,4.52,5740000000,64.89,1.49,18.43,493000000,784410000,2.19,30.77,27.6,4128760,444650000,436380000,1.44,87.2,3940000,1,1,4290000,,Yes
8/10/04 14:37,1092119836,jbl,16.81621,43.19,81.260139,16.07,4160000000,3840000000,30.12,16.42,0.95,0.7,2.35,0.65,16.56,2.41,3.15,4.3,8.56,5920000000,28.236,N/A,435470000,231990000,142710000,0.687,N/A,596160000,2.97,299520000,0.17,1.922,8.748,N/A,N/A,2.806,24.37,27.39,1659090,200950000,165800000,17.49,71.52,4080000,1.657,2.46,3460000,,Yes
11/30/04 4:44,1101761042,jbl,20.202026,32.16,89.021431,8.19,4990000000,4720000000,30.73,16.83,0.79,0.81,2.76,0.76,18.19,2.67,3.46,4.92,9.75,6250000000,29.768,N/A,435470000,259720000,166900000,0.805,N/A,621320000,3.08,309610000,0.17,1.883,9.038,N/A,N/A,2.913,24.08,25.16,1805363,201500000,166200000,17.52,72.06,4680000,3.105,2.81,4150000,,Yes
1/18/05 4:07,1105992443,jbl,18.968624,63.32,90.640694,8.88,4680000000,4350000000,26.52,15.66,0.72,0.71,2.4,0.66,15.69,2.74,3.55,5.16,10.11,6580000000,31.617,N/A,538380000,277380000,180320000,0.874,N/A,619840000,3.07,296960000,0.152,1.743,9.66,N/A,N/A,2.854,25.25,24.79,1387863,201690000,171400000,15.02,71.64,5440000,3.608,3.17,4680000,,Yes
2/26/07 19:34,1172489668,jbl,22.346952,-45.62,114.154121,-2.93,5800000000,5370000000,20.7,12.48,0.58,0.63,2.3,0.57,9.434,3,3.59,5.23,12.26,9350000000,45.231,33.7,628510000,569130000,280670000,1.32,8.2,854880000,4.027,356220000,0.141,1.59,12.043,442810000,104240000,1.89,25.16,27.18,2416860,212290000,181720000,12.85,78.3,3200000,0.9,1.6,2750000,,Yes
2/27/07 9:32,1172539924,jbl,21.736368,-43.64,109.695564,0.91,5830000000,5330000000,20.78,12.53,0.58,0.62,2.28,0.57,9.363,3,3.59,5.23,12.26,9350000000,45.231,33.7,628510000,569130000,280670000,1.32,8.2,854880000,4.027,356220000,0.141,1.59,12.043,442810000,104240000,1.89,25.23,27.26,2446660,212290000,181720000,12.85,78.3,3200000,0.9,1.6,2750000,,Yes
4/6/07 22:07,1175868455,jbl,17.364677,-52.52,113.872719,-3.25,4530000000,4030000000,16.15,13.09,0.79,0.49,1.78,0.43,7.08,3,3.59,5.23,12.26,9350000000,45.231,33.7,628510000,569130000,280670000,1.32,8.2,854880000,4.027,356220000,0.141,1.59,12.043,442810000,104240000,1.68,25.09,26.85,2735100,212290000,181720000,12.36,75.3,7670000,3.4,4.3,6020000,,Yes
12/28/07 21:10,1198847431,jbl,12.478281,-57.25,117.96653,-39.4,3120000000,3680000000,33.51,8.72,0.54,0.38,1.38,0.3,6.78,0.76,2.37,2.97,3.8,12430000000,60.902,4.5,812030000,542320000,93860000,0.45,49.8,664460000,3.247,1280000000,0.495,1.24,10.832,N/A,N/A,1.6,17.42,21.22,2593150,205390000,181160000,11.1,88.6,7910000,3.6,4.2,8030000,,Yes
3/2/08 3:54,1204401257,jbl,10.673388,-69.43,107.170959,-45.97,2720000000,3330000000,28.52,7.43,0.46,0.23,1.12,0.27,6.064,0.76,2.37,2.97,3.8,12430000000,60.902,4.5,812030000,548660000,93860000,0.45,49.8,664460000,3.161,1280000000,0.495,1.24,12.259,579130000,86050000,1.69,13.95,18.57,2654790,210200000,185930000,10.85,93.4,9600000,3.3,5.1,10060000,,Yes
12/7/08 15:20,1228634437,jbl,5.351665,115.86,71.533806,29.32,1310000000,1900000000,9.77,4.43,0.29,0.1,0.47,0.15,3.27,1.05,2.4,2.87,5.19,12780000000,62.257,4.3,867800000,582520000,133890000,0.65,390.3,772920000,3.745,1370000000,0.504,1.358,13.159,411860000,-3730000,1.17,7.14,12.25,4696060,206380000,182140000,10.16,85.5,7480000,1.9,4,6470000,,No
12/19/08 1:39,1229621952,jbl,5.334782,141.87,72.327721,27.86,1360000000,2050000000,9.95,5.3,0.35,0.11,0.53,0.16,3.523,1.05,2.4,2.87,5.19,12780000000,62.257,4.3,867800000,582520000,133890000,0.65,390.3,772920000,3.669,1370000000,0.504,1.358,13.159,411860000,-3730000,1.17,6.85,11.92,4318620,210650000,185900000,10.16,85.6,8240000,2,4.4,7480000,,No
3/3/09 2:56,1236020218,jbl,3.322158,333.78,57.466877,63.98,816860000,1640000000,N/A,4.02,0.29,0.07,0.39,0.13,2.93,-1.59,2.16,2.56,-8.38,12790000000,62.194,0.4,867800000,557970000,-203970000,-0.99,N/A,579880000,2.712,1330000000,N/A,1.314,10.712,235300000,-61420000,1.3,5.74,8.43,2481950,213840000,179000000,16.07,85.9,5620000,2.8,2.9,5450000,,No
9/25/11 20:16,1316953019,jbl,14.639095,33.22,98.557129,31.03,3560000000,3840000000,10.98,6.76,0.59,0.22,1.78,0.24,4.4,2.02,3.51,5.59,18.88,16100000000,74.84,22.3,1000000000,871390000,325470000,1.48,101.2,911150000,4.17,1190000000,60.92,1.36,9.04,809650000,172980000,2.49,16.04,19,4262830,218600000,194460000,9.88,83.4,10010000,2,5.2,9640000,,No
10/1/11 6:32,1317421936,jbl,15.996902,6.79,98.21859,29.96,3890000000,4080000000,10.28,6.07,0.6,0.25,2.06,0.25,4.36,2.31,3.74,5.74,22.03,16520000000,77.01,10.9,1000000000,936090000,381060000,1.73,94.7,888610000,4.18,1190000000,63,1.32,9.04,828010000,225850000,2.49,16.43,18.9,4540450,218600000,189260000,9.88,83.4,11040000,2.7,5.7,10010000,,No
9/2/12 7:50,1346543452,jbl,20.788368,1.81,124.491577,18.52,4680000000,5380000000,11.44,8.19,0.76,0.27,2.32,0.31,5.43,2.49,3.76,5.61,21.65,17090000000,82.21,0.5,1250000000,990280000,426180000,1.99,-3.2,742130000,3.61,1440000000,71.26,1.32,9.8,495120000,3060000,2.12,21.82,22.23,2761330,205480000,184450000,9.39,88.2,5610000,2.2,3,5440000,,Yes
4/25/13 3:38,1366832284,jbl,16.145933,2.16,142.174332,19.89,3520000000,4060000000,9.59,6.57,0.61,0.2,1.6,0.23,4.04,2.15,3.58,5.12,18,17640000000,86.2,4.3,1310000000,1010000000,378500000,1.81,-9.4,1060000000,5.24,1760000000,80.96,1.4,10.74,934680000,207480000,1.96,18.33,18.55,2790370,202640000,182450000,13.27,79.1,4320000,1.3,2.3,3510000,,No
10/27/03 11:00,1067223635,jci,18.070051,48.71,76.782883,9.37,9360000000,11580000000,14.54,11.18,1.02,0.41,2.17,0.51,9.97,3.22,5.13,5.98,17.41,20100000000,239.197,N/A,2850000000,1160000000,675700000,7.185,N/A,136100000,1.52,2350000000,0.546,1.006,47.85,N/A,N/A,0.828,99.97,87.33,436045,89540000,88200000,1.49,69.63,1120000,2.442,1.26,1420000,,Yes
4/23/04 21:23,1082726625,jci,25.759424,11.3,85.431908,3.04,11060000000,13430000000,15.32,12.38,1.06,0.46,2.42,0.54,7.51,3.15,4.8,5.97,16.88,24960000000,130.632,N/A,3220000000,1790000000,727100000,3.83,N/A,226400000,1.2,2580000000,0.541,1.003,24.292999,N/A,N/A,0.799,58.15,54.26,763545,188550000,184200000,2.31,36.56,2390000,2.438,1.3,2500000,,Yes
9/23/04 16:30,1095928211,jci,26.438786,-1.57,83.533295,11.65,10430000000,12850000000,13.78,11.57,0.99,0.41,2.13,0.5,6.97,3.19,4.84,6.07,16.8,25800000000,134.373,N/A,3220000000,1840000000,761200000,3.981,N/A,120800000,0.63,2270000000,0.462,1.024,25.848,N/A,N/A,0.705,55.34,56.56,771800,190250000,185800000,2.34,64.9,1880000,2.233,1.01,2430000,,Yes
12/17/04 9:50,1103248200,jci,30.701262,-16.16,90.617928,7.66,11740000000,14240000000,14.54,11.77,0.93,0.45,2.29,0.54,7.43,3.38,4.9,6.4,17.18,26550000000,137.85,N/A,3220000000,1920000000,815700000,4.242,N/A,169500000,0.89,2670000000,0.513,0.966,27.355,N/A,N/A,0.787,59.32,56.48,716681,190350000,188400000,1.02,65.92,2140000,2.763,1.14,2220000,,Yes
12/24/04 22:39,1103899149,jci,31.723177,-16.03,91.626953,6.81,11890000000,14390000000,14.73,11.92,0.92,0.45,2.27,0.54,7.5,3.38,4.9,6.4,17.18,26550000000,137.85,N/A,3520000000,1920000000,815700000,4.242,N/A,169500000,0.89,2670000000,0.513,0.966,27.355,N/A,N/A,0.787,59.82,56.56,776954,190350000,188400000,1.02,65.95,2680000,4.593,1.42,2140000,,Yes
2/5/05 1:20,1107537611,jci,30.17663,-24.54,91.217285,6.88,11320000000,13830000000,14.11,11.46,1.02,0.42,2.16,0.51,7.2,3.31,4.73,6.19,16.23,27140000000,140.592,N/A,3520000000,1920000000,813500000,4.21,N/A,240700000,1.26,2790000000,0.499,1.035,27.355,N/A,N/A,0.8,61.37,56.92,659136,190350000,189300000,0.98,64.93,2550000,4.17,1.35,2680000,,Yes
12/11/05 21:15,1134306937,jci,25.609644,9.05,97.021362,14.31,13610000000,15780000000,15.1,11.82,1.12,0.49,2.26,0.57,7.807,3.26,4.71,5.5,13.44,27880000000,145.376,-9.6,3520000000,2020000000,757200000,4.68,4,170900000,0.888,2340000000,0.386,1.043,31.42,923800000,102110000,N/A,69.04,61.49,1062930,192540000,N/A,0.62,67.8,3710000,2.9,1.9,3390000,,Yes
12/26/05 11:58,1135569512,jci,26.638601,8.97,97.867683,13.76,14070000000,16240000000,15.58,12.09,1.16,0.51,2.31,0.59,8.185,3.31,4.64,5.45,13.44,27480000000,143.271,14.4,3480000000,1980000000,757200000,4.68,4,171300000,0.888,2340000000,0.387,1.043,31.41,858200000,322410000,N/A,70.58,62.62,1055160,192970000,N/A,0.48,67.8,3710000,2.9,1.9,3390000,,Yes
